DATA,Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Tempo permanenza (min),Durata calma (min),Vento classe
1993-01-08,2.1,5.8,E,350,20,M00000
1993-01-09,2.1,7.6,E,320,10,M00000
1993-01-10,2.2,7.7,S,350,0,M00000
1993-01-11,2.6,9.0,WSW,310,10,M00000
1993-01-12,3.2,10.1,SW,540,20,M00000
1993-01-13,1.5,6.5,SSE,230,90,M00000
1993-01-14,3.4,11.0,WSW,450,0,M00000
1993-01-15,1.6,6.0,E,500,80,M*****
1993-01-16,2.5,6.8,E,400,0,M00000
1993-01-17,2.4,5.4,ESE,440,10,M00000
1993-01-18,2.4,7.8,ENE,210,0,M00000
1993-01-19,2.4,9.4,WSW,320,0,M00000
1993-01-20,2.0,9.6,E,380,10,M00000
1993-01-21,2.0,5.3,E,340,20,M00000
1993-01-22,4.0,13.1,SW,430,0,M00000
1993-01-23,3.6,13.8,SW,300,0,M00000
1993-01-24,6.3,19.9,WSW,640,0,M00000
1993-01-25,7.3,23.9,W,750,0,M00000
1993-01-26,3.0,13.0,SW,430,0,M00000
1993-01-27,4.4,18.8,WSW,420,10,M00000
1993-01-28,1.8,8.2,WSW,270,10,M00000
1993-01-29,2.1,5.0,E,460,30,M00000
1993-01-30,1.4,4.7,E,400,50,M00000
1993-01-31,1.1,4.7,SW,240,40,M00000
1993-02-01,3.5,7.1,E,610,30,M00000
1993-02-02,3.8,6.8,E,850,0,M00000
1993-02-03,3.3,7.7,E,770,0,M00000
1993-02-04,2.9,8.3,E,620,10,M00000
1993-02-05,1.8,5.6,E,610,30,M00000
1993-02-06,2.0,5.3,ENE,530,20,M00000
1993-02-07,3.3,6.8,E,700,0,M00000
1993-02-08,3.0,7.9,E,610,10,M00000
1993-02-09,2.1,6.0,E,530,10,M00000
1993-02-10,3.0,6.1,E,700,0,M00000
1993-02-11,3.1,6.9,ENE,820,0,M00000
1993-02-12,1.9,6.0,E,500,20,M00000
1993-02-13,2.9,6.2,ENE,610,10,M00000
1993-02-14,2.6,5.3,E,450,0,M00000
1993-02-15,2.2,5.3,ENE,560,0,M00000
1993-02-16,1.8,6.8,E,270,50,M00000
1993-02-17,1.9,12.4,ENE,350,0,M00000
1993-02-18,2.0,4.7,E,460,0,M00000
1993-02-19,5.2,21.6,W,350,0,M00000
1993-02-20,3.4,12.8,SW,330,0,M00000
1993-02-21,5.4,21.4,W,470,0,M00000
1993-02-22,3.8,12.6,W,460,10,M00000
1993-02-23,2.7,11.3,SW,260,20,M00000
1993-02-24,2.2,5.9,E,520,10,M00000
1993-02-25,1.5,4.0,ENE,460,40,M00000
1993-02-26,1.5,4.0,E,290,20,M00000
1993-02-27,0.9,6.8,WSW,160,130,M00000
1993-02-28,1.5,6.6,E,390,50,M00000
1993-03-01,1.4,7.9,ENE,310,20,M00000
1993-03-02,1.6,8.1,E,350,40,M00000
1993-03-03,2.5,9.2,SW,300,0,M00000
1993-03-04,2.2,7.0,ENE,480,20,M00000
1993-03-05,1.8,5.6,E,340,10,M00000
1993-03-06,2.4,6.2,ENE,570,0,M00000
1993-03-07,1.9,6.9,E,510,60,M00000
1993-03-08,2.1,6.7,E,350,20,M00000
1993-03-09,2.3,6.8,E,570,10,M00000
1993-03-10,1.7,4.6,E,500,30,M00000
1993-03-11,1.8,4.9,ENE,480,30,M00000
1993-03-12,1.5,4.2,E,440,50,M00000
1993-03-13,2.1,6.1,E,460,20,M00000
1993-03-14,1.6,5.1,E,580,20,M00000
1993-03-15,1.7,4.3,E,610,30,M00000
1993-03-16,2.5,9.6,WSW,220,20,M00000
1993-03-17,2.0,9.6,E,240,0,M00000
1993-03-18,2.7,9.8,E,240,10,M00000
1993-03-19,1.8,8.4,E,290,40,M00000
1993-03-20,1.5,6.4,E,510,70,M00000
1993-03-21,0.8,3.3,E,260,120,M00000
1993-03-22,1.2,6.6,SW,200,90,M00000
1993-03-23,1.5,7.6,SSW,260,80,M*****
1993-03-24,1.5,6.6,WSW,240,10,M00000
1993-03-25,1.8,7.7,WSW,430,40,M00000
1993-03-26,2.7,10.7,ENE,410,0,M00000
1993-03-27,2.7,11.7,ENE,320,10,M00000
1993-03-28,2.6,10.1,SW,490,20,M00000
1993-03-29,2.7,10.3,WSW,380,0,M00000
1993-03-30,2.8,10.9,WSW,280,10,M00000
1993-03-31,1.9,7.0,W,260,20,M00000
1993-04-01,1.8,11.5,W,280,20,M00000
1993-04-02,1.0,8.0,WSW,330,140,M*****
1993-04-03,0.8,3.5,E,230,330,M00000
1993-04-04,3.4,15.6,WSW,380,240,M00000
1993-04-05,2.7,12.6,SW,260,10,M00000
1993-04-06,4.9,14.6,W,540,0,M00000
1993-04-07,6.4,17.3,W,490,0,M00000
1993-04-08,3.8,10.9,WSW,420,0,M00000
1993-04-09,1.3,6.2,E,310,50,M00000
1993-04-10,0.5,3.1,W,370,290,M00000
1993-04-11,2.4,10.0,SW,440,110,M00000
1993-04-12,1.9,9.0,S,150,20,M*****
1993-04-13,1.6,5.9,W,270,30,M00000
1993-04-14,1.8,7.6,ENE,290,10,M*****
1993-04-15,2.3,8.1,E,550,0,M00000
1993-04-16,2.2,6.7,ENE,430,10,M*****
1993-04-17,2.6,9.3,ENE,320,10,M00000
1993-04-18,2.4,9.1,W,220,0,M00000
1993-04-19,2.4,6.8,W,340,0,M00000
1993-04-20,1.9,6.1,E,350,0,M00000
1993-04-21,1.6,8.8,E,470,40,M00000
1993-04-22,1.6,8.1,E,470,60,M00000
1993-04-23,2.9,10.5,E,590,0,M00000
1993-04-24,2.8,10.9,ENE,590,0,M00000
1993-04-25,2.5,11.6,N,510,0,M00000
1993-04-26,2.4,11.5,ENE,400,20,M00000
1993-04-27,2.3,12.7,E,400,10,M00000
1993-04-28,,,,,,M00000
1993-04-29,,,,,,M00000
1993-04-30,1.5,7.2,E,300,70,M00000
1993-05-01,1.1,5.4,,,50,M**00*
1993-05-02,,,,,,M00000
1993-05-03,2.5,8.3,,,0,M00000
1993-05-04,2.7,6.9,,,0,M00000
1993-05-05,2.9,7.5,,,0,M00000
1993-05-06,1.6,7.1,,,0,M**00*
1993-05-07,1.6,7.4,,,0,M00000
1993-05-08,1.9,7.3,,,0,M00000
1993-05-09,1.8,10.8,,,0,M00000
1993-05-10,2.4,8.3,,,0,M00000
1993-05-11,1.9,7.4,,,0,M00000
1993-05-12,1.3,5.7,,,0,M00000
1993-05-13,1.2,6.2,,,0,M00000
1993-05-14,1.7,10.1,,,0,M00000
1993-05-15,3.6,12.1,,,0,M00000
1993-05-16,2.3,7.5,,,0,M00000
1993-05-17,1.9,7.0,,,0,M00000
1993-05-18,2.6,8.7,,,0,M00000
1993-05-19,2.3,8.1,,,0,M00000
1993-05-20,2.4,8.6,,,0,M00000
1993-05-21,3.9,14.1,,,0,M**00*
1993-05-22,1.7,6.9,ESE,330,10,M00000
1993-05-23,2.1,7.5,WSW,340,10,M00000
1993-05-24,2.4,6.3,ESE,400,0,M00000
1993-05-25,2.2,5.4,E,720,0,M00000
1993-05-26,2.4,9.6,E,500,20,M00000
1993-05-27,1.5,9.5,W,270,30,M00000
1993-05-28,3.2,11.8,WSW,280,0,M00000
1993-05-29,2.1,7.4,ENE,520,20,M00000
1993-05-30,2.0,9.6,WSW,370,0,M00000
1993-05-31,2.7,8.9,E,270,20,M*****
1993-06-01,2.0,8.5,E,460,30,M00000
1993-06-02,3.6,13.0,SW,420,20,M00000
1993-06-03,3.8,11.2,SW,420,0,M00000
1993-06-04,2.4,7.1,E,520,0,M00000
1993-06-05,2.2,7.5,E,530,30,M00000
1993-06-06,2.4,7.3,E,520,0,M00000
1993-06-07,2.2,7.3,E,620,0,M00000
1993-06-08,2.8,9.0,E,650,0,M00000
1993-06-09,2.2,9.8,E,490,0,M00000
1993-06-10,1.2,7.8,WSW,220,50,M00000
1993-06-11,3.3,14.1,WSW,490,30,M00000
1993-06-12,5.3,13.9,WSW,750,0,M00000
1993-06-13,4.2,11.9,WSW,530,10,M00000
1993-06-14,1.9,8.7,W,230,0,M00000
1993-06-15,2.2,9.3,W,260,0,M00000
1993-06-16,2.1,5.2,ENE,370,0,M00000
1993-06-17,4.3,16.3,W,600,0,M00000
1993-06-18,1.5,7.1,W,420,70,M00000
1993-06-19,1.4,6.1,E,190,80,M00000
1993-06-20,1.4,6.6,WSW,260,20,M00000
1993-06-21,1.5,5.6,E,330,30,M00000
1993-06-22,1.2,6.9,E,320,100,M00000
1993-06-23,2.3,9.2,SSE,270,0,M00000
1993-06-24,3.4,10.2,WSW,350,0,M*****
1993-06-25,1.9,8.1,W,460,0,M00000
1993-06-26,2.9,11.0,WSW,330,0,M00000
1993-06-27,3.1,9.9,WSW,360,0,M00000
1993-06-28,3.3,11.4,W,440,0,M00000
1993-06-29,1.4,8.4,E,260,110,M00000
1993-06-30,1.4,5.3,E,300,50,M00000
1993-07-01,2.0,9.1,ENE,400,20,M00000
1993-07-02,2.0,9.7,E,470,10,M00000
1993-07-03,2.0,6.3,E,460,20,M*****
1993-07-04,1.9,4.6,E,630,10,M00000
1993-07-05,1.6,11.1,E,360,40,M*****
1993-07-06,3.5,12.3,WSW,350,0,M00000
1993-07-07,1.8,4.4,W,400,0,M00000
1993-07-08,1.7,5.2,WSW,330,20,M*****
1993-07-09,1.3,6.1,W,360,60,M00000
1993-07-10,2.1,14.4,S,240,20,M00000
1993-07-11,5.9,14.2,WSW,820,0,M00000
1993-07-12,4.7,11.8,WSW,750,0,M00000
1993-07-13,2.1,8.3,W,300,0,M00000
1993-07-14,3.1,8.7,WSW,410,10,M00000
1993-07-15,3.4,9.7,W,450,0,M00000
1993-07-16,2.3,9.8,W,350,0,M00000
1993-07-17,2.0,8.1,W,190,20,M00000
1993-07-18,1.9,10.7,W,240,0,M00000
1993-07-19,2.6,13.0,WSW,330,10,M00000
1993-07-20,4.1,12.2,SW,490,0,M00000
1993-07-21,3.1,13.3,WSW,260,10,M*****
1993-07-22,3.2,10.7,WSW,360,0,M00000
1993-07-23,2.1,4.8,W,380,30,M00000
1993-07-24,1.9,4.8,E,360,20,M00000
1993-07-25,3.1,9.8,WSW,530,10,M00000
1993-07-26,3.6,12.4,SW,400,0,M00000
1993-07-27,2.2,10.3,WSW,280,0,M00000
1993-07-28,4.1,13.0,W,430,0,M00000
1993-07-29,2.0,8.6,W,370,20,M00000
1993-07-30,1.5,8.5,E,290,60,M00000
1993-07-31,2.8,9.3,WSW,270,0,M00000
1993-08-01,1.8,7.9,E,420,10,M00000
1993-08-02,2.0,5.4,E,480,20,M00000
1993-08-03,2.2,6.0,E,560,10,M00000
1993-08-04,1.9,11.5,E,400,10,M00000
1993-08-05,3.1,13.0,WSW,310,10,M00000
1993-08-06,3.2,9.8,WSW,370,0,M00000
1993-08-07,2.2,8.1,E,410,30,M00000
1993-08-08,2.1,13.0,W,250,10,M00000
1993-08-09,2.6,10.6,W,290,0,M00000
1993-08-10,4.8,14.4,WSW,470,0,M00000
1993-08-11,1.9,7.8,WSW,320,20,M00000
1993-08-12,1.8,6.5,E,560,10,M00000
1993-08-13,2.3,8.1,E,520,0,M00000
1993-08-14,1.7,8.4,E,360,20,M00000
1993-08-15,2.3,11.8,E,670,0,M00000
1993-08-16,2.2,7.5,E,760,0,M00000
1993-08-17,2.1,5.1,E,430,0,M00000
1993-08-18,2.0,6.8,ENE,330,0,M00000
1993-08-19,3.0,8.6,WSW,370,10,M00000
1993-08-20,2.2,4.9,E,510,10,M00000
1993-08-21,2.2,4.9,E,460,20,M00000
1993-08-22,2.1,14.3,W,360,20,M00000
1993-08-23,2.1,13.9,SSW,260,20,M*****
1993-08-24,2.1,10.9,S,220,40,M00000
1993-08-25,2.3,8.2,SW,320,10,M00000
1993-08-26,2.0,8.6,W,280,0,M*****
1993-08-27,2.6,11.3,SW,250,20,M00000
1993-08-28,1.7,6.9,E,250,10,M00000
1993-08-29,1.3,6.4,WSW,290,120,M00000
1993-08-30,1.8,7.3,E,320,0,M00000
1993-08-31,1.9,10.6,W,420,0,M00000
1993-09-01,1.6,7.2,WSW,390,20,M00000
1993-09-02,1.7,6.1,E,420,20,M*****
1993-09-03,3.2,11.4,W,360,0,M00000
1993-09-04,4.4,13.7,SW,410,0,M00000
1993-09-05,2.4,8.8,E,310,20,M00000
1993-09-06,1.5,6.0,WSW,400,70,M00000
1993-09-07,0.7,3.5,W,320,60,M00000
1993-09-08,0.9,10.2,WNW,150,130,M00000
1993-09-09,0.9,6.1,E,160,170,M00000
1993-09-10,3.3,8.9,S,330,0,M00000
1993-09-11,2.0,7.2,WSW,320,0,M00000
1993-09-12,2.2,10.1,WSW,290,0,M00000
1993-09-13,1.6,11.9,WSW,190,60,M00000
1993-09-14,3.4,11.2,SW,560,0,M00000
1993-09-15,2.2,7.4,SSW,320,10,M00000
1993-09-16,3.1,10.0,WSW,550,0,M00000
1993-09-17,1.9,6.6,ESE,230,10,M00000
1993-09-18,1.4,4.8,WSW,210,30,M00000
1993-09-19,1.1,4.9,W,330,120,M00000
1993-09-20,1.5,6.6,E,370,40,M00000
1993-09-21,1.3,7.8,ESE,290,50,M00000
1993-09-22,3.3,10.4,E,860,0,M00000
1993-09-23,2.0,11.0,E,330,40,M00000
1993-09-24,2.8,13.1,NNE,410,10,M00000
1993-09-25,3.0,11.5,SW,400,0,M00000
1993-09-26,4.2,11.9,WSW,490,0,M00000
1993-09-27,1.4,6.4,ESE,260,20,M00000
1993-09-28,2.0,7.8,SSE,370,0,M00000
1993-09-29,1.6,5.8,E,390,10,M00000
1993-09-30,0.9,7.6,E,280,190,M00000
1993-10-01,1.0,9.8,ESE,160,300,M00000
1993-10-02,2.9,12.3,WSW,350,40,M00000
1993-10-03,4.0,12.1,SW,520,0,M00000
1993-10-04,2.8,10.9,WSW,370,0,M00000
1993-10-05,1.0,5.8,E,200,50,M00000
1993-10-06,1.2,7.3,E,270,80,M00000
1993-10-07,2.4,11.4,ESE,600,30,M00000
1993-10-08,2.3,11.4,SW,300,10,M00000
1993-10-09,2.1,10.5,W,270,30,M00000
1993-10-10,0.7,2.8,W,180,170,M00000
1993-10-11,0.7,4.6,W,300,190,M00000
1993-10-12,1.4,11.7,ESE,200,30,M00000
1993-10-13,2.3,10.5,ENE,200,10,M00000
1993-10-14,2.4,15.8,SW,310,20,M00000
1993-10-15,2.7,8.9,WSW,280,10,M00000
1993-10-16,2.1,10.4,E,370,10,M00000
1993-10-17,1.3,9.2,SE,230,70,M00000
1993-10-18,1.4,4.3,E,370,50,M00000
1993-10-19,1.4,3.9,E,470,30,M00000
1993-10-20,1.2,4.2,W,300,20,M00000
1993-10-21,3.1,11.6,WSW,440,20,M00000
1993-10-22,1.1,7.8,WSW,240,70,M00000
1993-10-23,2.1,8.4,E,400,20,M00000
1993-10-24,0.9,3.5,WSW,360,50,M00000
1993-10-25,1.9,5.1,ENE,490,70,M00000
1993-10-26,2.2,5.5,E,610,30,M00000
1993-10-27,1.8,8.1,E,630,40,M00000
1993-10-28,2.3,6.3,ENE,480,10,M*****
1993-10-29,2.2,5.9,ENE,580,30,M00000
1993-10-30,2.5,6.1,ENE,480,0,M00000
1993-10-31,1.1,6.9,WSW,620,0,M00000
1993-11-01,0.5,3.3,WSW,460,150,M00000
1993-11-02,0.5,5.1,W,200,280,M00000
1993-11-03,0.9,4.5,E,230,50,M00000
1993-11-04,1.5,6.4,E,280,30,M00000
1993-11-05,0.9,5.4,E,260,80,M00000
1993-11-06,1.1,4.7,E,500,20,M00000
1993-11-07,,,SE,610,,M00000
1993-11-08,,,ENE,340,,M00000
1993-11-09,1.3,3.8,E,610,40,M00000
1993-11-10,1.2,4.3,ENE,220,100,M00000
1993-11-11,1.3,5.9,NNE,220,20,M00000
1993-11-12,1.4,5.4,ENE,270,20,M00000
1993-11-13,2.1,5.9,E,350,30,M00000
1993-11-14,4.1,14.5,W,480,10,M00000
1993-11-15,4.5,15.6,WSW,520,0,M00000
1993-11-16,2.0,5.6,E,560,30,M00000
1993-11-17,1.6,4.5,E,440,30,M00000
1993-11-18,1.4,4.1,E,350,10,M00000
1993-11-19,1.0,4.5,W,400,60,M*****
1993-11-20,1.0,2.9,W,390,40,M00000
1993-11-21,0.6,2.0,W,430,210,M00000
1993-11-22,1.7,4.9,SSE,280,10,M00000
1993-11-23,0.8,3.1,W,450,90,M00000
1993-11-24,0.7,4.0,E,390,160,M00000
1993-11-25,2.3,5.9,E,570,10,M00000
1993-11-26,3.1,7.3,ENE,870,20,M00000
1993-11-27,2.2,5.6,E,600,10,M00000
1993-11-28,3.1,12.1,ENE,330,0,M00000
1993-11-29,1.7,11.8,SW,250,50,M*****
1993-11-30,1.3,5.2,ENE,240,160,M00000
1993-12-01,1.0,4.2,E,380,140,M00000
1993-12-02,2.4,7.7,E,540,20,M00000
1993-12-03,2.0,4.6,E,520,0,M00000
1993-12-04,2.4,11.8,SW,240,0,M00000
1993-12-05,2.2,12.4,ENE,360,10,M00000
1993-12-06,1.0,3.9,E,500,70,M00000
1993-12-07,3.2,11.1,WSW,550,50,M00000
1993-12-08,6.7,19.5,W,1140,0,M00000
1993-12-09,6.2,16.6,W,1030,0,M00000
1993-12-10,3.5,12.9,SW,400,20,M00000
1993-12-11,5.9,20.6,W,690,0,M00000
1993-12-12,5.1,18.1,SW,540,0,M00000
1993-12-13,2.3,10.9,WSW,240,0,M00000
1993-12-14,1.9,7.3,SSW,360,30,M00000
1993-12-15,4.1,12.3,SW,650,0,M*****
1993-12-16,5.2,15.9,W,670,0,M00000
1993-12-17,4.1,18.2,NW,420,0,M00000
1993-12-18,1.8,5.2,E,540,0,M00000
1993-12-19,3.8,16.2,SW,350,0,M00000
1993-12-20,4.4,24.3,NW,500,0,M00000
1993-12-21,3.7,17.0,NW,490,0,M00000
1993-12-22,4.7,19.4,SW,560,0,M00000
1993-12-23,3.6,11.7,SW,350,0,M00000
1993-12-24,4.2,22.4,W,350,20,M00000
1993-12-25,2.4,14.9,NNW,220,30,M00000
1993-12-26,2.9,12.4,SW,400,60,M00000
1993-12-27,1.9,7.5,E,350,0,M*****
1993-12-28,1.6,8.0,E,300,10,M00000
1993-12-29,1.8,7.8,S,240,40,M00000
1993-12-30,3.8,12.2,WSW,510,0,M00000
1993-12-31,2.9,12.3,SW,450,10,M00000
1994-01-01,4.8,19.9,SW,460,0,M00000
1994-01-02,3.0,13.4,WSW,350,0,M00000
1994-01-03,2.1,14.7,N,270,40,M00000
1994-01-04,2.7,10.5,SW,500,60,M00000
1994-01-05,2.1,12.2,NW,230,40,M*****
1994-01-06,0.8,9.1,W,270,390,M00000
1994-01-07,2.5,11.1,ENE,350,40,M00000
1994-01-08,1.1,5.6,ESE,320,60,M00000
1994-01-09,1.4,5.3,E,540,30,M00000
1994-01-10,1.7,10.6,E,350,60,M00000
1994-01-11,1.4,6.9,N,190,30,M00000
1994-01-12,2.7,9.0,E,390,0,M*****
1994-01-13,3.3,11.1,S,340,0,M00000
1994-01-14,2.9,11.6,SW,380,0,M00000
1994-01-15,1.7,10.9,E,210,50,M00000
1994-01-16,1.3,4.2,ESE,470,40,M00000
1994-01-17,2.0,5.0,ENE,480,20,M00000
1994-01-18,2.3,6.0,ENE,520,10,M00000
1994-01-19,2.1,5.9,ENE,530,10,M00000
1994-01-20,2.6,6.4,ENE,520,0,M*****
1994-01-21,2.4,6.2,NE,440,0,M00000
1994-01-22,2.8,6.6,NNE,540,10,M00000
1994-01-23,2.3,7.9,NE,420,20,M00000
1994-01-24,5.0,14.5,SW,520,0,M00000
1994-01-25,3.9,14.2,WSW,300,0,M00000
1994-01-26,4.8,28.3,NNW,580,0,M00000
1994-01-27,3.1,13.6,NNE,360,20,M00000
1994-01-28,5.5,24.4,N,700,0,M00000
1994-01-29,2.9,28.0,N,270,30,M00000
1994-01-30,3.6,14.0,WSW,340,10,M*****
1994-01-31,2.1,13.0,NE,210,60,M00000
1994-02-01,1.9,6.3,E,360,0,M00000
1994-02-02,2.0,7.4,SSE,250,0,M00000
1994-02-03,1.2,9.2,WSW,420,70,M*****
1994-02-04,2.2,9.4,E,250,10,M00000
1994-02-05,1.5,8.9,ENE,350,40,M00000
1994-02-06,2.1,6.7,ENE,400,20,M*****
1994-02-07,2.0,6.4,NE,380,20,M00000
1994-02-08,2.0,7.5,ENE,230,20,M00000
1994-02-09,2.2,7.8,E,320,0,M00000
1994-02-10,3.8,13.9,W,390,0,M00000
1994-02-11,2.3,9.9,E,290,20,M00000
1994-02-12,2.4,7.4,E,520,10,M00000
1994-02-13,2.7,11.5,NE,380,0,M00000
1994-02-14,1.5,7.9,ENE,180,30,M00000
1994-02-15,0.8,8.1,E,240,90,M00000
1994-02-16,1.1,6.1,ESE,260,70,M00000
1994-02-17,2.0,7.9,SE,230,30,M00000
1994-02-18,2.2,5.3,E,360,0,M00000
1994-02-19,2.0,8.4,ESE,270,30,M00000
1994-02-20,2.3,10.6,SW,240,20,M00000
1994-02-21,3.5,12.6,SW,460,10,M00000
1994-02-22,2.3,7.4,WSW,290,10,M00000
1994-02-23,1.2,6.2,WSW,200,30,M00000
1994-02-24,4.0,14.2,WSW,490,0,M00000
1994-02-25,2.1,11.6,S,190,0,M00000
1994-02-26,0.7,3.1,E,350,100,M00000
1994-02-27,1.4,8.6,ESE,260,10,M00000
1994-02-28,0.6,4.4,E,190,340,M00000
1994-03-01,1.9,11.6,SW,380,140,M00000
1994-03-02,4.1,13.1,SW,410,0,M00000
1994-03-03,3.5,11.0,WSW,440,20,M00000
1994-03-04,2.8,12.3,NW,380,0,M00000
1994-03-05,1.6,6.1,E,360,30,M00000
1994-03-06,3.1,11.4,E,330,0,M00000
1994-03-07,2.0,5.4,ENE,340,10,M00000
1994-03-08,1.8,7.6,E,450,50,M00000
1994-03-09,2.1,5.6,E,450,0,M00000
1994-03-10,2.2,5.2,E,550,20,M00000
1994-03-11,1.6,5.9,E,450,50,M00000
1994-03-12,1.8,7.7,E,260,40,M00000
1994-03-13,3.7,15.5,SW,320,0,M00000
1994-03-14,2.6,12.6,WSW,250,0,M00000
1994-03-15,3.1,14.9,SW,230,20,M00000
1994-03-16,3.8,14.6,N,840,0,M00000
1994-03-17,4.3,21.8,N,760,10,M00000
1994-03-18,2.4,11.8,SSE,290,0,M00000
1994-03-19,2.9,12.4,W,420,0,M00000
1994-03-20,2.2,12.7,N,470,40,M00000
1994-03-21,1.6,6.4,WSW,210,30,M00000
1994-03-22,1.9,5.5,E,310,30,M00000
1994-03-23,2.2,8.0,ESE,300,10,M00000
1994-03-24,3.6,13.1,WSW,330,0,M00000
1994-03-25,2.7,10.9,W,290,10,M00000
1994-03-26,3.2,12.9,N,380,0,M00000
1994-03-27,1.7,5.3,W,300,10,M00000
1994-03-28,2.1,11.6,W,230,20,M00000
1994-03-29,1.6,9.7,W,370,10,M00000
1994-03-30,1.5,4.7,E,430,40,M00000
1994-03-31,2.0,8.8,W,220,20,M00000
1994-04-01,2.6,16.1,WSW,240,60,M00000
1994-04-02,3.8,18.8,N,840,0,M00000
1994-04-03,2.0,10.3,N,300,30,M00000
1994-04-04,2.4,13.2,E,210,10,M00000
1994-04-05,3.6,13.4,N,650,0,M00000
1994-04-06,2.8,11.9,N,720,10,M00000
1994-04-07,1.6,11.5,NW,190,90,M00000
1994-04-08,3.6,14.2,NNE,690,0,M00000
1994-04-09,2.1,14.1,N,310,10,M00000
1994-04-10,2.2,10.2,N,400,50,M00000
1994-04-11,2.5,8.2,E,440,0,M00000
1994-04-12,2.9,14.8,WSW,260,0,M00000
1994-04-13,3.4,18.0,N,590,0,M00000
1994-04-14,1.7,7.6,WSW,180,50,M00000
1994-04-15,2.0,8.6,E,440,0,M00000
1994-04-16,1.2,7.0,WSW,180,30,M00000
1994-04-17,0.9,4.2,E,280,50,M00000
1994-04-18,1.9,7.8,ENE,490,20,M00000
1994-04-19,1.0,6.0,WSW,260,70,M00000
1994-04-20,1.0,6.9,WSW,180,110,M00000
1994-04-21,1.3,7.3,WSW,250,70,M00000
1994-04-22,1.9,7.3,ENE,480,60,M00000
1994-04-23,1.2,6.0,E,250,40,M00000
1994-04-24,1.3,7.9,E,220,40,M00000
1994-04-25,0.7,8.1,WSW,270,350,M00000
1994-04-26,1.3,5.9,E,250,340,M00000
1994-04-27,2.1,6.5,E,430,0,M00000
1994-04-28,2.2,8.5,ENE,410,0,M00000
1994-04-29,2.2,6.0,E,630,10,M00000
1994-04-30,2.4,6.3,W,360,10,M00000
1994-05-01,2.9,10.1,W,340,0,M00000
1994-05-02,1.8,7.1,WSW,430,20,M00000
1994-05-03,1.5,4.9,W,380,60,M00000
1994-05-04,2.4,8.7,WSW,200,10,M00000
1994-05-05,3.6,13.7,SW,390,10,M00000
1994-05-06,1.7,7.3,W,430,30,M00000
1994-05-07,1.2,5.0,W,380,60,M00000
1994-05-08,0.9,7.6,W,310,50,M00000
1994-05-09,0.7,6.7,WSW,250,100,M00000
1994-05-10,2.5,7.9,E,490,20,M00000
1994-05-11,1.5,9.2,WSW,260,20,M00000
1994-05-12,1.2,6.0,W,300,70,M00000
1994-05-13,1.7,9.8,ESE,280,30,M00000
1994-05-14,2.4,9.7,E,420,20,M00000
1994-05-15,1.9,6.1,E,380,0,M00000
1994-05-16,1.6,10.3,ESE,260,30,M00000
1994-05-17,2.1,10.1,ESE,470,60,M00000
1994-05-18,1.6,11.5,ESE,220,80,M00000
1994-05-19,4.0,13.7,SW,410,0,M00000
1994-05-20,2.8,9.9,WSW,320,10,M00000
1994-05-21,1.7,9.5,E,190,80,M00000
1994-05-22,1.1,7.8,W,200,30,M00000
1994-05-23,1.3,6.5,WSW,220,10,M00000
1994-05-24,1.8,10.7,SW,290,50,M00000
1994-05-25,2.0,9.4,WSW,390,20,M00000
1994-05-26,2.5,8.9,SW,290,0,M00000
1994-05-27,3.6,10.5,WSW,460,0,M00000
1994-05-28,1.8,5.4,WSW,390,0,M00000
1994-05-29,3.2,11.5,W,390,0,M00000
1994-05-30,2.0,7.4,S,280,40,M00000
1994-05-31,2.1,10.8,W,320,0,M00000
1994-06-01,2.8,10.5,W,300,10,M00000
1994-06-02,1.5,7.1,E,320,70,M00000
1994-06-03,2.8,11.5,WSW,380,0,M00000
1994-06-04,4.3,12.4,WSW,610,0,M00000
1994-06-05,5.1,28.4,W,360,10,M00000
1994-06-06,3.3,10.7,WSW,420,20,M00000
1994-06-07,1.9,4.9,W,400,10,M00000
1994-06-08,1.8,8.7,WSW,330,20,M00000
1994-06-09,3.6,11.6,WSW,450,10,M00000
1994-06-10,2.7,10.8,SW,230,10,M00000
1994-06-11,0.8,7.6,WSW,320,270,M00000
1994-06-12,1.3,7.9,E,220,90,M00000
1994-06-13,1.4,7.3,W,270,30,M00000
1994-06-14,1.5,4.9,W,350,10,M00000
1994-06-15,2.1,7.2,WSW,290,0,M00000
1994-06-16,2.3,8.1,W,340,0,M00000
1994-06-17,2.2,8.2,W,270,10,M00000
1994-06-18,1.9,5.4,WSW,300,10,M00000
1994-06-19,2.0,9.9,WSW,250,0,M00000
1994-06-20,2.7,9.6,W,280,0,M00000
1994-06-21,1.9,8.8,ENE,340,0,M00000
1994-06-22,2.0,5.0,W,410,0,M00000
1994-06-23,2.1,6.8,WSW,300,30,M*****
1994-06-24,1.7,8.2,E,270,40,M00000
1994-06-25,1.9,9.6,E,360,20,M00000
1994-06-26,2.6,14.9,NNE,370,20,M00000
1994-06-27,1.3,7.6,E,250,130,M00000
1994-06-28,2.0,7.1,E,540,30,M00000
1994-06-29,2.8,7.2,E,460,10,M00000
1994-06-30,1.9,6.9,E,370,10,M00000
1994-07-01,2.2,4.7,E,610,0,M00000
1994-07-02,1.9,4.9,E,420,10,M00000
1994-07-03,1.9,4.7,E,530,0,M00000
1994-07-04,2.2,7.5,E,390,0,M00000
